subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG0_delta,EXG0_theta,EXG0_alpha,EXG0_beta,EXG0_gamma,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,EXG1_delta,EXG1_theta,EXG1_alpha,EXG1_beta,EXG1_gamma,label
sultan,1,26.98,27.976,15107190.568884483,1330973163.0753984,1.7714895608269312e+18,0.38708820359355856,-0.3173694236325648,1.7714895608269312e+18,0.35587442808128844,1.208055825118435,4.220852577914125e+16,5.473206227728466e+16,1.0902439947441259e+17,4.914753668022922e+16,32296695211.8216,-15107190.568884483,1330973163.0753984,1.7714895608269312e+18,-0.3870882035935585,-0.31736942363256526,1.7714895608269312e+18,0.35587442808128844,1.2080558251184348,4.220852577914125e+16,5.473206227728465e+16,1.0902439947441258e+17,4.914753668022922e+16,32296695211.821125,kanan
sultan,1,27.98,28.976,-73173245.53930923,1532457328.187688,2.3484254627161477e+18,0.29710337919677365,-0.5617989262411336,2.3484254627161477e+18,0.31968815012552904,1.3441320798430885,1.568857054556096e+17,5.733143664058204e+16,9.18077168521001e+16,5.844506217308426e+16,31269965209.34097,73173245.53930922,1532457328.187688,2.3484254627161477e+18,-0.29710337919677365,-0.561798926241134,2.3484254627161477e+18,0.31968815012552904,1.3441320798430885,1.568857054556096e+17,5.733143664058203e+16,9.18077168521001e+16,5.8445062173084264e+16,31269965209.3422,kanan
sultan,1,28.98,29.976,26123826.116870727,1624736626.1877065,2.639769104475811e+18,0.7957003645811117,0.4692700310286124,2.639769104475811e+18,0.2818541427920352,1.4347819507425656,1.0823098705585616e+17,2.7996252358424346e+17,3.270200879058641e+16,2.292677734512228e+16,70702227173.27531,-26123826.11687073,1624736626.1877065,2.6397691044758113e+18,-0.7957003645811115,0.46927003102861065,2.6397691044758113e+18,0.28185414279203513,1.434781950742566,1.0823098705585616e+17,2.7996252358424346e+17,3.2702008790586412e+16,2.292677734512228e+16,70702227173.27292,kanan
sultan,1,29.98,30.976,-32924717.1770022,1275026365.9385722,1.6256922338385216e+18,0.553794111176601,0.11006276156466299,1.6256922338385216e+18,0.3357491415907228,1.2774944454381032,7.766641007379984e+16,7.791225805708606e+16,5.126822571846163e+16,3.975734776257629e+16,44549705633.92242,32924717.1770022,1275026365.9385722,1.6256922338385219e+18,-0.553794111176601,0.1100627615646621,1.6256922338385219e+18,0.3357491415907228,1.2774944454381032,7.766641007379984e+16,7.791225805708605e+16,5.126822571846163e+16,3.975734776257628e+16,44549705633.9216,kanan
sultan,1,30.98,96.972,109147603.62462787,1670751053.2823555,2.7914090820441006e+18,0.5547057155456726,-0.3881458309652923,2.7914090820441006e+18,0.3222502714991329,1.7157361157895905,1.2339249649899994e+17,1.1796421484403674e+17,2.0079243752806995e+17,4.43887171222478e+16,61675333419.10591,-109147603.62462787,1670751053.2823555,2.7914090820441e+18,-0.5547057155456727,-0.388145830965291,2.7914090820441e+18,0.32225027149913293,1.7157361157895903,1.2339249649899994e+17,1.1796421484403677e+17,2.0079243752806998e+17,4.438871712224781e+16,61675333419.104416,kanan
sultan,2,96.976,97.972,-112643491.38811383,1777607653.518829,3.1598889698487173e+18,0.8205067823876817,0.9404070756824123,3.1598889698487173e+18,0.2986333329245936,1.4079945207557991,8.691167540187131e+16,1.9191736713794435e+17,5.756696762697075e+16,4.2709239237846936e+16,31241503784.94666,112643491.3881138,1777607653.518829,3.1598889698487173e+18,-0.8205067823876817,0.9404070756824123,3.1598889698487173e+18,0.2986333329245936,1.4079945207557993,8.691167540187131e+16,1.9191736713794435e+17,5.756696762697076e+16,4.2709239237846936e+16,31241503784.94526,kanan
sultan,2,97.976,98.972,130356640.52046373,1883246032.7845843,3.546615619998875e+18,0.4815151671913108,-0.003962725143132673,3.546615619998875e+18,0.31925929162917493,1.3397673874930973,9.304334213791598e+16,8.97512791936506e+16,4.07223887781107e+16,4.158860381688838e+16,31504177335.56511,-130356640.52046372,1883246032.7845843,3.546615619998875e+18,-0.48151516719131077,-0.003962725143133117,3.546615619998875e+18,0.319259291629175,1.339767387493097,9.304334213791598e+16,8.975127919365058e+16,4.07223887781107e+16,4.158860381688838e+16,31504177335.566826,kanan
sultan,2,98.976,99.972,-30057650.106145356,1714728333.8242507,2.940293258819691e+18,0.8267397267212991,1.1842212472707851,2.940293258819691e+18,0.3142225107942348,1.3261558107513534,2.4248221055354656e+17,2.6844449323884166e+17,1.773750584159924e+17,1.047055575397856e+17,33923526359.029606,30057650.106145386,1714728333.824251,2.9402932588196915e+18,-0.8267397267212991,1.1842212472707851,2.9402932588196915e+18,0.3142225107942348,1.3261558107513531,2.424822105535466e+17,2.6844449323884166e+17,1.7737505841599242e+17,1.0470555753978562e+17,33923526359.0362,kanan
sultan,2,99.976,100.972,56488636.560965456,1603411619.589801,2.570928821835589e+18,0.3440099651002584,-0.43097166277501886,2.570928821835589e+18,0.3378472975246432,1.191371427386101,6.779686019803526e+16,9.633885087444782e+16,2.3295929533252598e+17,5.797021566541157e+16,18959753179.314148,-56488636.560965486,1603411619.589801,2.570928821835589e+18,-0.3440099651002584,-0.43097166277501886,2.570928821835589e+18,0.3378472975246432,1.1913714273861007,6.7796860198035256e+16,9.633885087444784e+16,2.3295929533252598e+17,5.7970215665411576e+16,18959753179.313454,kanan
sultan,2,100.976,101.972,-143723783.35865664,1695360998.4422665,2.874248915039159e+18,0.8683678973451908,1.3299397889820277,2.874248915039159e+18,0.3107591080058218,1.3482001911089199,1.0094811641803632e+17,1.032371593997446e+17,1.0829447421376035e+17,5.943057401100266e+16,25371430416.1457,143723783.35865662,1695360998.4422667,2.8742489150391593e+18,-0.8683678973451902,1.329939788982025,2.8742489150391593e+18,0.31075910800582174,1.3482001911089199,1.0094811641803632e+17,1.0323715939974459e+17,1.0829447421376035e+17,5.943057401100265e+16,25371430416.144924,kanan
sultan,2,101.976,102.972,155277058.59213784,1563124393.3399522,2.443357869054394e+18,0.2205692779552882,-0.3853247918507634,2.443357869054394e+18,0.34877068619772095,1.248567059483713,4.8274072744208616e+16,1.24036352333248e+17,4.718796591680702e+16,9.088394497506402e+16,28156514169.193314,-155277058.59213787,1563124393.3399522,2.443357869054394e+18,-0.22056927795528816,-0.3853247918507634,2.443357869054394e+18,0.34877068619772095,1.248567059483713,4.827407274420862e+16,1.24036352333248e+17,4.718796591680702e+16,9.088394497506402e+16,28156514169.192142,kanan
sultan,2,102.976,168.968,-214675941.79870978,1744280239.1579025,3.0425135527167493e+18,-0.2099499240711249,0.37976367506195086,3.0425135527167493e+18,0.2942729282501808,2.234229347826368,6.115576152043823e+16,1.5239360557238538e+17,1.6362725103045306e+17,2.5472368350742504e+16,53141743337.70354,214675941.79870972,1744280239.1579025,3.0425135527167493e+18,0.2099499240711249,0.37976367506195086,3.0425135527167493e+18,0.2942729282501808,2.2342293478263677,6.115576152043824e+16,1.5239360557238544e+17,1.6362725103045312e+17,2.5472368350742504e+16,53141743337.70759,kanan
sultan,3,168.972,169.968,-101687221.60451758,1646557671.776843,2.711152166487178e+18,1.211649628465722,2.544389694027763,2.711152166487178e+18,0.29713025147301797,1.4232822066430224,7.673780567831509e+16,4.384764940607467e+16,3.250039715547233e+16,3.898643738866345e+16,57963317454.90169,101687221.60451755,1646557671.776843,2.711152166487178e+18,-1.2116496284657219,2.544389694027763,2.711152166487178e+18,0.29713025147301797,1.4232822066430224,7.673780567831507e+16,4.384764940607467e+16,3.250039715547233e+16,3.898643738866345e+16,57963317454.902245,kanan
